id,titulo,preco,linkproduto,thumby
MLB1893086574,Fox Trend 1.0 Completo.. Com Baixo Km.... Segundo Dono.,31800,https://carro.mercadolivre.com.br/MLB-1893086574-fox-trend-10-completo-com-baixo-km-segundo-dono-_JM,http://http2.mlstatic.com/D_663484-MLB46127432332_052021-I.jpg
MLB1870508403,Fox Trend Ano 2013 !!! Completo Motor 1.0 !!! Única Dona !!!,33900,https://carro.mercadolivre.com.br/MLB-1870508403-fox-trend-ano-2013-completo-motor-10-unica-dona--_JM,http://http2.mlstatic.com/D_635374-MLB45760200808_042021-I.jpg
MLB1904369291,Vw/ Fox 1.6 G2 2012/2013 ( Completo ),33900,https://carro.mercadolivre.com.br/MLB-1904369291-vw-fox-16-g2-20122013-completo--_JM,http://http2.mlstatic.com/D_904964-MLB46258453181_062021-I.jpg
MLB1895909114,Volkswagen Fox 1.0 Vht Trend Total Flex 5p 2013,36990,https://carro.mercadolivre.com.br/MLB-1895909114-volkswagen-fox-10-vht-trend-total-flex-5p-2013-_JM,http://http2.mlstatic.com/D_668360-MLB46157121422_052021-I.jpg
MLB1889271620,Volkswagen Fox 2013 1.6 Vht Trend Total Flex 5p,32900,https://carro.mercadolivre.com.br/MLB-1889271620-volkswagen-fox-2013-16-vht-trend-total-flex-5p-_JM,http://http2.mlstatic.com/D_864028-MLB46083911250_052021-I.jpg
MLB1883659338,Vw Fox 1.6 Prime Unico Dono !!!,34900,https://carro.mercadolivre.com.br/MLB-1883659338-vw-fox-16-prime-unico-dono--_JM,http://http2.mlstatic.com/D_778378-MLB45991884403_052021-I.jpg
MLB1854419335,Volkswagen Fox 2013 1.6 Vht Total Flex 5p,32500,https://carro.mercadolivre.com.br/MLB-1854419335-volkswagen-fox-2013-16-vht-total-flex-5p-_JM,http://http2.mlstatic.com/D_734663-MLB45551818324_042021-I.jpg
MLB1838904035,Volkswagen Fox 1.6 Gii,31999,https://carro.mercadolivre.com.br/MLB-1838904035-volkswagen-fox-16-gii-_JM,http://http2.mlstatic.com/D_951898-MLB45375179274_032021-I.jpg
MLB1882294758,Volkswagen Fox 1.6 Mi 8v Flex 4p Manual,31890,https://carro.mercadolivre.com.br/MLB-1882294758-volkswagen-fox-16-mi-8v-flex-4p-manual-_JM,http://http2.mlstatic.com/D_791426-MLB45977600011_052021-I.jpg
MLB1878344006,Volkswagen Fox 2013 1.6 Vht Trend Total Flex 5p,33990,https://carro.mercadolivre.com.br/MLB-1878344006-volkswagen-fox-2013-16-vht-trend-total-flex-5p-_JM,http://http2.mlstatic.com/D_629063-MLB45863998631_052021-I.jpg
MLB1871568725,Volkswagen Fox 2013 1.6 Vht Trend Total Flex I-motion 5p,33900,https://carro.mercadolivre.com.br/MLB-1871568725-volkswagen-fox-2013-16-vht-trend-total-flex-i-motion-5p-_JM,http://http2.mlstatic.com/D_830338-MLB45772775164_042021-I.jpg
MLB1857925242,Volkswagen Fox 1.0 Vht Trend Total Flex 5p 2013,29899,https://carro.mercadolivre.com.br/MLB-1857925242-volkswagen-fox-10-vht-trend-total-flex-5p-2013-_JM,http://http2.mlstatic.com/D_680082-MLB45595846836_042021-I.jpg
MLB1905508480,Fox 1.0 Mi Total Flex 8v 5p 2013,32900,https://carro.mercadolivre.com.br/MLB-1905508480-fox-10-mi-total-flex-8v-5p-2013-_JM,http://http2.mlstatic.com/D_765643-MLB46273893687_062021-I.jpg
MLB1901790668,Volkswagen Fox 2013 1.0 Vht Total Flex 5p,29500,https://carro.mercadolivre.com.br/MLB-1901790668-volkswagen-fox-2013-10-vht-total-flex-5p-_JM,http://http2.mlstatic.com/D_647753-MLB46225706554_052021-I.jpg
MLB1887774770,Volkswagen Fox 1.6 Mi Bluemotion 8v Flex 4p Manual,36490,https://carro.mercadolivre.com.br/MLB-1887774770-volkswagen-fox-16-mi-bluemotion-8v-flex-4p-manual-_JM,http://http2.mlstatic.com/D_966958-MLB46041977543_052021-I.jpg
MLB1887480958,Fox Gll 1.6 2013 Vermelho Completo,32900,https://carro.mercadolivre.com.br/MLB-1887480958-fox-gll-16-2013-vermelho-completo-_JM,http://http2.mlstatic.com/D_954192-MLB46038712789_052021-I.jpg
MLB1875210523,Fox 1.0,37990,https://carro.mercadolivre.com.br/MLB-1875210523-fox-10-_JM,http://http2.mlstatic.com/D_787122-MLB45822577389_052021-I.jpg
MLB1731679057,Volkswagen Fox Trend 2013 Completo!!!,28990,https://carro.mercadolivre.com.br/MLB-1731679057-volkswagen-fox-trend-2013-completo-_JM,http://http2.mlstatic.com/D_780796-MLB44219883386_122020-I.jpg
MLB1895252187,Fox 1.0 Mi Trend 8v Flex 4p Manual,32900,https://carro.mercadolivre.com.br/MLB-1895252187-fox-10-mi-trend-8v-flex-4p-manual-_JM,http://http2.mlstatic.com/D_884051-MLB46151607809_052021-I.jpg
MLB1799435937,Volkswagen Fox 2013 1.6 Vht Total Flex 5p,26999,https://carro.mercadolivre.com.br/MLB-1799435937-volkswagen-fox-2013-16-vht-total-flex-5p-_JM,http://http2.mlstatic.com/D_695088-MLB44924750662_022021-I.jpg
MLB1905350118,Volkswagen Fox 1.0 Mi Trend 8v,31500,https://carro.mercadolivre.com.br/MLB-1905350118-volkswagen-fox-10-mi-trend-8v-_JM,http://http2.mlstatic.com/D_984798-MLB46271995093_062021-I.jpg
MLB1904260293,Volkswagen Fox 2013 1.0 Trend Tec Total Flex 5p,29800,https://carro.mercadolivre.com.br/MLB-1904260293-volkswagen-fox-2013-10-trend-tec-total-flex-5p-_JM,http://http2.mlstatic.com/D_869800-MLB46256920038_062021-I.jpg
MLB1896546778,Fox 1.0 Mi 8v Flex 4p Manual 2012/2013,30990,https://carro.mercadolivre.com.br/MLB-1896546778-fox-10-mi-8v-flex-4p-manual-20122013-_JM,http://http2.mlstatic.com/D_960973-MLB46165154897_052021-I.jpg
MLB1797019237,Volkswagen Fox 2013 1.0 Trend Tec Total Flex 5p ,28900,https://carro.mercadolivre.com.br/MLB-1797019237-volkswagen-fox-2013-10-trend-tec-total-flex-5p-_JM,http://http2.mlstatic.com/D_692184-MLB44900598158_022021-I.jpg
MLB1905348788,Volkswagen Fox 1.0 Mi 8v Flex 4p Manual,31500,https://carro.mercadolivre.com.br/MLB-1905348788-volkswagen-fox-10-mi-8v-flex-4p-manual-_JM,http://http2.mlstatic.com/D_898607-MLB46271916515_062021-I.jpg
MLB1887863692,Fox 1.6 Mi 8v Flex 4p Manual,31990,https://carro.mercadolivre.com.br/MLB-1887863692-fox-16-mi-8v-flex-4p-manual-_JM,http://http2.mlstatic.com/D_780690-MLB46042640927_052021-I.jpg
MLB1862829643,Fox 1.6 Mi 8v Flex 4p Manual,33890,https://carro.mercadolivre.com.br/MLB-1862829643-fox-16-mi-8v-flex-4p-manual-_JM,http://http2.mlstatic.com/D_803360-MLB45667736813_042021-I.jpg
MLB1824638003,Fox 1.0 Flex 4 Portas Completo + Som + Air Bag+ Abs ,31888,https://carro.mercadolivre.com.br/MLB-1824638003-fox-10-flex-4-portas-completo-som-air-bag-abs-_JM,http://http2.mlstatic.com/D_944210-MLB45230149184_032021-I.jpg
MLB1889587481,Volkswagen Fox 1.6 Mi Prime 8v Flex 4p Automatizado,35990,https://carro.mercadolivre.com.br/MLB-1889587481-volkswagen-fox-16-mi-prime-8v-flex-4p-automatizado-_JM,http://http2.mlstatic.com/D_822426-MLB46088282277_052021-I.jpg
MLB1905726775,Volkswagen Fox 1.6 Mi 8v Flex 4p Automatizado,35900,https://carro.mercadolivre.com.br/MLB-1905726775-volkswagen-fox-16-mi-8v-flex-4p-automatizado-_JM,http://http2.mlstatic.com/D_721444-MLB46275875748_062021-I.jpg
